Date,Africa,North America,South America,Asia (ex China),West Europe,East & Central Europe,Oceania,GCC,China,China Estimated Unreported,ROW Estimated Unreported,Total,Daily Average
2019-11-01,133.0,311.0,95.0,359.0,282.0,345.0,157.0,481.0,2.0,880.0,150.0,5193.0,173.1
2019-10-01,138.0,316.0,101.0,370.0,286.0,356.0,162.0,494.0,2.0,976.0,150.0,5349.0,172.5
2019-09-01,134.0,310.0,94.0,361.0,276.0,344.0,158.0,478.0,2.0,917.0,150.0,5222.0,174.1
2019-08-01,139.0,321.0,95.0,374.0,286.0,356.0,165.0,494.0,2.0,974.0,150.0,5354.0,172.7
2019-07-01,137.0,322.0,93.0,372.0,286.0,356.0,162.0,480.0,3.0,60.0,150.0,5418.0,174.8
2019-06-01,135.0,314.0,85.0,360.0,284.0,343.0,159.0,458.0,2.0,973.0,150.0,5261.0,175.4
2019-05-01,142.0,326.0,86.0,374.0,293.0,353.0,164.0,467.0,3.0,55.0,150.0,5410.0,174.5
2019-04-01,135.0,318.0,81.0,363.0,286.0,339.0,158.0,452.0,2.0,958.0,150.0,5240.0,174.7
2019-03-01,144.0,325.0,89.0,378.0,296.0,349.0,162.0,464.0,3.0,38.0,150.0,5395.0,174.0
2019-02-01,127.0,296.0,82.0,345.0,274.0,314.0,147.0,416.0,2.0,776.0,150.0,4927.0,176.0
2019-01-01,140.0,326.0,82.0,373.0,306.0,345.0,161.0,461.0,3.0,76.0,150.0,5420.0,174.8
2018-12-01,141.0,329.0,92.0,381.0,307.0,344.0,165.0,447.0,3.0,140.0,150.0,5496.0,177.3
2018-11-01,137.0,318.0,89.0,361.0,310.0,332.0,156.0,432.0,3.0,42.0,150.0,5327.0,177.6
2018-10-01,143.0,323.0,93.0,377.0,321.0,343.0,164.0,450.0,3.0,126.0,150.0,5490.0,177.1
2018-09-01,138.0,310.0,89.0,364.0,312.0,332.0,159.0,437.0,3.0,10.0,150.0,5301.0,176.7
2018-08-01,144.0,320.0,95.0,377.0,321.0,343.0,163.0,454.0,3.0,120.0,150.0,5487.0,177.0
2018-07-01,144.0,313.0,96.0,376.0,321.0,343.0,166.0,451.0,3.0,115.0,150.0,5475.0,176.6
2018-06-01,140.0,303.0,88.0,368.0,310.0,333.0,155.0,437.0,3.0,50.0,150.0,5334.0,177.8
2018-05-01,134.0,321.0,94.0,372.0,315.0,345.0,163.0,452.0,3.0,90.0,150.0,5436.0,175.4
2018-04-01,138.0,311.0,103.0,355.0,303.0,334.0,156.0,443.0,3.0,7.0,150.0,5300.0,176.7
2018-03-01,143.0,319.0,112.0,377.0,310.0,345.0,162.0,462.0,3.0,42.0,150.0,5422.0,174.9
2018-02-01,128.0,285.0,103.0,338.0,282.0,311.0,146.0,414.0,2.0,750.0,150.0,4907.0,175.3
2018-01-01,138.0,322.0,110.0,369.0,321.0,344.0,162.0,452.0,2.0,993.0,150.0,5361.0,172.9
2017-12-01,141.0,337.0,111.0,363.0,322.0,343.0,163.0,445.0,3.0,24.0,150.0,5399.0,174.2
2017-11-01,139.0,322.0,110.0,345.0,311.0,332.0,155.0,424.0,2.0,650.0,150.0,4938.0,164.6
2017-10-01,142.0,335.0,119.0,352.0,320.0,342.0,161.0,428.0,2.0,856.0,150.0,5205.0,167.9
2017-09-01,138.0,324.0,111.0,342.0,310.0,329.0,157.0,404.0,2.0,906.0,150.0,5171.0,172.4
2017-08-01,143.0,336.0,118.0,337.0,320.0,339.0,160.0,423.0,2.0,950.0,150.0,5276.0,170.2
2017-07-01,142.0,334.0,119.0,324.0,320.0,339.0,156.0,445.0,2.0,996.0,150.0,5325.0,171.8
2017-06-01,140.0,323.0,114.0,311.0,310.0,327.0,149.0,426.0,3.0,231.0,150.0,5481.0,182.7
2017-05-01,141.0,335.0,120.0,319.0,321.0,338.0,144.0,429.0,3.0,135.0,150.0,5432.0,175.2
2017-04-01,138.0,326.0,116.0,318.0,312.0,327.0,142.0,418.0,3.0,66.0,150.0,5313.0,177.1
2017-03-01,142.0,337.0,118.0,336.0,320.0,338.0,148.0,454.0,3.0,17.0,150.0,5360.0,172.9
2017-02-01,130.0,304.0,105.0,289.0,290.0,306.0,131.0,407.0,2.0,814.0,150.0,4926.0,175.9
2017-01-01,143.0,337.0,117.0,315.0,320.0,339.0,151.0,446.0,3.0,260.0,150.0,5578.0,179.9
2016-12-01,143.0,338.0,120.0,313.0,322.0,339.0,150.0,446.0,2.0,975.0,150.0,5296.0,170.8
2016-11-01,139.0,326.0,111.0,301.0,313.0,327.0,164.0,432.0,2.0,882.0,150.0,5145.0,171.5
2016-10-01,148.0,337.0,118.0,299.0,320.0,337.0,170.0,447.0,2.0,811.0,150.0,5137.0,165.7
2016-09-01,141.0,325.0,112.0,293.0,310.0,325.0,164.0,431.0,2.0,833.0,150.0,5084.0,169.5
2016-08-01,145.0,334.0,114.0,301.0,317.0,334.0,168.0,441.0,2.0,798.0,150.0,5102.0,164.6
2016-07-01,144.0,336.0,115.0,299.0,315.0,335.0,169.0,439.0,2.0,744.0,150.0,5046.0,162.8
2016-06-01,139.0,324.0,107.0,282.0,307.0,326.0,164.0,422.0,2.0,768.0,150.0,4989.0,166.3
2016-05-01,142.0,337.0,117.0,281.0,322.0,338.0,168.0,439.0,2.0,760.0,150.0,5054.0,163.0
2016-04-01,135.0,329.0,112.0,264.0,312.0,327.0,162.0,424.0,2.0,651.0,150.0,4866.0,162.2
2016-03-01,141.0,329.0,115.0,273.0,321.0,338.0,167.0,435.0,2.0,705.0,150.0,4974.0,160.5
2016-02-01,133.0,344.0,107.0,259.0,299.0,317.0,156.0,409.0,2.0,149.0,150.0,4323.0,149.1
2016-01-01,141.0,368.0,113.0,277.0,321.0,338.0,169.0,432.0,2.0,565.0,150.0,4874.0,157.2
2015-12-01,141.0,371.0,112.0,273.0,321.0,335.0,168.0,438.0,2.0,518.0,150.0,4827.0,155.7
2015-11-01,139.0,369.0,106.0,262.0,313.0,320.0,162.0,417.0,2.0,671.0,150.0,4909.0,163.6
2015-10-01,144.0,377.0,110.0,267.0,317.0,328.0,169.0,433.0,2.0,662.0,150.0,4957.0,159.9
2015-09-01,140.0,366.0,104.0,256.0,308.0,315.0,163.0,419.0,2.0,703.0,150.0,4924.0,164.1
2015-08-01,145.0,378.0,112.0,257.0,316.0,322.0,168.0,433.0,2.0,721.0,150.0,5002.0,161.4
2015-07-01,142.0,374.0,103.0,251.0,317.0,322.0,169.0,430.0,2.0,711.0,150.0,4969.0,160.3
2015-06-01,140.0,365.0,104.0,244.0,310.0,313.0,163.0,420.0,2.0,743.0,150.0,4952.0,165.1
2015-05-01,144.0,381.0,114.0,254.0,318.0,323.0,168.0,433.0,2.0,690.0,150.0,4975.0,160.5
2015-04-01,138.0,371.0,114.0,242.0,307.0,313.0,162.0,420.0,2.0,581.0,150.0,4798.0,159.9
2015-03-01,141.0,384.0,120.0,242.0,316.0,324.0,168.0,437.0,2.0,587.0,150.0,4869.0,157.1
2015-02-01,130.0,348.0,106.0,217.0,287.0,293.0,151.0,393.0,2.0,348.0,150.0,4423.0,158.0
2015-01-01,143.0,385.0,120.0,236.0,315.0,321.0,167.0,431.0,2.0,583.0,150.0,4851.0,156.5
2014-12-01,142.0,386.0,123.0,233.0,313.0,323.0,167.0,428.0,2.0,575.0,150.0,4840.0,156.1
2014-11-01,139.0,370.0,116.0,222.0,302.0,312.0,165.0,414.0,2.0,512.0,150.0,4702.0,156.7
2014-10-01,144.0,379.0,120.0,204.0,307.0,321.0,165.0,426.0,2.0,463.0,150.0,4679.0,150.9
2014-09-01,142.0,372.0,111.0,194.0,298.0,310.0,160.0,413.0,2.0,412.0,150.0,4562.0,152.1
2014-08-01,148.0,386.0,116.0,198.0,306.0,319.0,166.0,426.0,2.0,398.0,150.0,4613.0,148.8
2014-07-01,144.0,386.0,117.0,203.0,306.0,319.0,175.0,427.0,2.0,340.0,150.0,4567.0,147.3
2014-06-01,143.0,372.0,117.0,193.0,297.0,309.0,174.0,412.0,2.0,312.0,150.0,4479.0,149.3
2014-05-01,152.0,392.0,135.0,203.0,304.0,319.0,178.0,418.0,2.0,250.0,150.0,4501.0,145.2
2014-04-01,147.0,381.0,140.0,195.0,290.0,308.0,173.0,394.0,2.0,243.0,150.0,4421.0,147.4
2014-03-01,151.0,400.0,152.0,201.0,302.0,319.0,177.0,388.0,2.0,349.0,150.0,4589.0,148.0
2014-02-01,138.0,362.0,139.0,182.0,275.0,287.0,159.0,332.0,2.0,152.0,150.0,4176.0,149.1
2014-01-01,156.0,399.0,157.0,201.0,296.0,318.0,176.0,354.0,2.0,311.0,150.0,4518.0,145.7
2013-12-01,156.0,399.0,155.0,206.0,304.0,316.0,179.0,336.0,2.0,322.0,90.0,4463.0,144.0
2013-11-01,150.0,388.0,151.0,194.0,302.0,308.0,174.0,310.0,2.0,332.0,90.0,4399.0,146.6
2013-10-01,156.0,401.0,156.0,202.0,310.0,316.0,180.0,326.0,2.0,341.0,90.0,4478.0,144.5
2013-09-01,150.0,394.0,152.0,196.0,300.0,315.0,174.0,326.0,2.0,236.0,90.0,4333.0,144.4
2013-08-01,156.0,416.0,161.0,200.0,311.0,333.0,179.0,334.0,2.0,253.0,90.0,4433.0,143.0
2013-07-01,157.0,425.0,161.0,200.0,309.0,342.0,178.0,334.0,2.0,229.0,90.0,4425.0,142.7
2013-06-01,151.0,413.0,153.0,197.0,298.0,335.0,175.0,327.0,2.0,221.0,90.0,4360.0,145.3
2013-05-01,153.0,428.0,164.0,208.0,306.0,349.0,176.0,334.0,2.0,157.0,90.0,4365.0,140.8
2013-04-01,145.0,416.0,162.0,207.0,298.0,341.0,171.0,320.0,2.0,85.0,90.0,4235.0,141.2
2013-03-01,147.0,428.0,169.0,217.0,306.0,357.0,178.0,328.0,2.0,125.0,90.0,4345.0,140.2
2013-02-01,138.0,385.0,154.0,196.0,273.0,323.0,161.0,293.0,2.0,82.0,90.0,4095.0,146.3
2013-01-01,153.0,425.0,168.0,216.0,299.0,360.0,179.0,319.0,2.0,151.0,90.0,4360.0,140.6
2012-12-01,153.0,424.0,170.0,217.0,297.0,361.0,180.0,314.0,2.0,82.0,65.0,4263.0,137.5
2012-11-01,144.0,408.0,163.0,207.0,288.0,349.0,174.0,302.0,1.0,972.0,65.0,4072.0,135.7
2012-10-01,142.0,415.0,172.0,210.0,296.0,361.0,175.0,313.0,2.0,37.0,65.0,4186.0,135.0
2012-09-01,134.0,393.0,167.0,204.0,290.0,350.0,170.0,299.0,1.0,982.0,65.0,4054.0,135.1
2012-08-01,141.0,402.0,173.0,213.0,304.0,362.0,182.0,307.0,2.0,69.0,65.0,4218.0,136.1
2012-07-01,136.0,410.0,172.0,213.0,304.0,366.0,183.0,304.0,1.0,990.0,65.0,4143.0,133.6
2012-06-01,128.0,397.0,167.0,206.0,297.0,355.0,183.0,297.0,1.0,994.0,65.0,4089.0,136.3
2012-05-01,131.0,410.0,173.0,215.0,309.0,369.0,189.0,310.0,1.0,998.0,65.0,4169.0,134.5
2012-04-01,125.0,395.0,173.0,211.0,297.0,358.0,183.0,304.0,1.0,841.0,65.0,3952.0,131.7
2012-03-01,127.0,408.0,179.0,219.0,314.0,371.0,190.0,310.0,1.0,884.0,65.0,4067.0,131.2
2012-02-01,132.0,382.0,168.0,204.0,295.0,348.0,181.0,290.0,1.0,848.0,65.0,3913.0,134.9
2012-01-01,146.0,407.0,175.0,216.0,314.0,373.0,196.0,312.0,1.0,837.0,65.0,4041.0,130.4
2011-12-01,157.0,432.0,175.0,216.0,329.0,373.0,198.0,309.0,1.0,695.0,48.0,3932.0,126.8
2011-11-01,153.0,418.0,170.0,201.0,333.0,361.0,190.0,299.0,1.0,655.0,48.0,3828.0,127.6
2011-10-01,155.0,427.0,190.0,210.0,343.0,370.0,197.0,309.0,1.0,685.0,48.0,3934.0,126.9
2011-09-01,149.0,415.0,184.0,202.0,333.0,359.0,189.0,293.0,1.0,769.0,48.0,3941.0,131.4
2011-08-01,155.0,424.0,186.0,213.0,347.0,367.0,195.0,298.0,1.0,793.0,48.0,4026.0,129.9
2011-07-01,151.0,423.0,185.0,214.0,348.0,361.0,197.0,293.0,1.0,783.0,48.0,4003.0,129.1
2011-06-01,148.0,411.0,179.0,205.0,336.0,345.0,191.0,284.0,1.0,752.0,48.0,3899.0,130.0
2011-05-01,154.0,422.0,185.0,215.0,348.0,356.0,196.0,292.0,1.0,735.0,48.0,3951.0,127.5
2011-04-01,146.0,408.0,184.0,214.0,332.0,357.0,189.0,281.0,1.0,639.0,48.0,3798.0,126.6
2011-03-01,150.0,416.0,187.0,222.0,340.0,370.0,192.0,287.0,1.0,609.0,48.0,3821.0,123.3
2011-02-01,136.0,368.0,171.0,202.0,304.0,332.0,178.0,259.0,1.0,479.0,48.0,3477.0,124.2
2011-01-01,151.0,405.0,189.0,219.0,334.0,368.0,194.0,279.0,1.0,478.0,48.0,3665.0,118.2
2010-12-01,149.0,399.0,194.0,216.0,335.0,369.0,194.0,268.0,1.0,346.0,61.0,3531.0,113.9
2010-11-01,148.0,388.0,190.0,209.0,324.0,356.0,188.0,254.0,1.0,297.0,61.0,3415.0,113.8
2010-10-01,149.0,399.0,198.0,216.0,329.0,365.0,196.0,248.0,1.0,391.0,61.0,3552.0,114.6
2010-09-01,145.0,381.0,190.0,206.0,318.0,352.0,189.0,226.0,1.0,409.0,61.0,3477.0,115.9
2010-08-01,151.0,389.0,197.0,211.0,323.0,363.0,195.0,232.0,1.0,488.0,61.0,3610.0,116.5
2010-07-01,146.0,390.0,195.0,201.0,321.0,364.0,194.0,245.0,1.0,517.0,61.0,3634.0,117.2
2010-06-01,142.0,388.0,189.0,200.0,309.0,352.0,187.0,231.0,1.0,524.0,61.0,3583.0,119.4
2010-05-01,146.0,402.0,195.0,211.0,323.0,363.0,193.0,225.0,1.0,518.0,61.0,3637.0,117.3
2010-04-01,142.0,389.0,189.0,209.0,308.0,352.0,186.0,208.0,1.0,492.0,61.0,3536.0,117.9
2010-03-01,144.0,403.0,195.0,220.0,316.0,357.0,191.0,219.0,1.0,494.0,61.0,3600.0,116.1
2010-02-01,136.0,362.0,177.0,195.0,283.0,313.0,172.0,178.0,1.0,403.0,61.0,3280.0,117.1
2010-01-01,144.0,399.0,196.0,206.0,311.0,347.0,192.0,190.0,1.0,452.0,61.0,3498.0,112.8
2009-12-01,146.0,397.0,209.0,386.0,307.0,347.0,192.0,,1.0,391.0,52.0,3427.0,110.5
2009-11-01,141.0,382.0,202.0,368.0,295.0,337.0,184.0,,1.0,387.0,52.0,3348.0,111.6
2009-10-01,146.0,393.0,211.0,380.0,302.0,346.0,188.0,,1.0,354.0,52.0,3372.0,108.8
2009-09-01,140.0,376.0,204.0,365.0,296.0,333.0,182.0,,1.0,279.0,52.0,3227.0,107.6
2009-08-01,144.0,387.0,212.0,377.0,306.0,341.0,188.0,,1.0,213.0,52.0,3220.0,103.9
2009-07-01,144.0,389.0,211.0,373.0,306.0,340.0,187.0,,1.0,148.0,52.0,3150.0,101.6
2009-06-01,140.0,380.0,207.0,361.0,293.0,331.0,181.0,,1.0,89.0,52.0,3034.0,101.1
2009-05-01,141.0,403.0,211.0,374.0,308.0,342.0,187.0,,1044.0,52.0,3062.0,98.8,
2009-04-01,135.0,396.0,207.0,359.0,302.0,334.0,181.0,,952.0,52.0,2918.0,97.3,
2009-03-01,139.0,415.0,219.0,371.0,329.0,360.0,186.0,,943.0,52.0,3014.0,97.2,
2009-02-01,123.0,386.0,196.0,330.0,318.0,330.0,169.0,,929.0,52.0,2833.0,101.2,
2009-01-01,142.0,455.0,219.0,356.0,360.0,376.0,186.0,,955.0,52.0,3101.0,100.0,
2008-12-01,148.0,467.0,222.0,334.0,375.0,395.0,189.0,,986.0,61.0,3177.0,102.5,
2008-11-01,144.0,460.0,219.0,314.0,375.0,384.0,186.0,,1031.0,61.0,3174.0,105.8,
2008-10-01,147.0,483.0,227.0,346.0,392.0,397.0,195.0,,1.0,146.0,61.0,3394.0,109.5
2008-09-01,141.0,471.0,219.0,331.0,377.0,383.0,188.0,,1.0,196.0,61.0,3367.0,112.2
2008-08-01,146.0,486.0,228.0,335.0,390.0,395.0,195.0,,1.0,230.0,61.0,3466.0,111.8
2008-07-01,145.0,487.0,229.0,338.0,386.0,393.0,193.0,,1.0,208.0,61.0,3440.0,111.0
2008-06-01,139.0,479.0,220.0,324.0,381.0,380.0,188.0,,1.0,212.0,61.0,3384.0,112.8
2008-05-01,142.0,501.0,225.0,332.0,401.0,393.0,196.0,,1.0,207.0,61.0,3458.0,111.5
2008-04-01,135.0,484.0,218.0,320.0,389.0,381.0,192.0,,1.0,141.0,61.0,3321.0,110.7
2008-03-01,143.0,500.0,223.0,323.0,395.0,394.0,196.0,,1.0,84.0,61.0,3319.0,107.1
2008-02-01,134.0,467.0,207.0,300.0,368.0,370.0,183.0,,1.0,44.0,61.0,3134.0,108.1
2008-01-01,151.0,498.0,223.0,326.0,389.0,393.0,196.0,,1.0,100.0,61.0,3337.0,107.6
2007-12-01,154.0,495.0,223.0,322.0,385.0,390.0,197.0,,1.0,147.0,61.0,3374.0,108.8
2007-11-01,150.0,475.0,213.0,311.0,364.0,379.0,190.0,,1.0,135.0,61.0,3278.0,109.3
2007-10-01,152.0,487.0,219.0,319.0,372.0,390.0,197.0,,1.0,136.0,61.0,3333.0,107.5
2007-09-01,148.0,470.0,212.0,307.0,358.0,371.0,191.0,,1.0,119.0,61.0,3237.0,107.9
2007-08-01,154.0,482.0,219.0,316.0,368.0,383.0,196.0,,1.0,110.0,61.0,3289.0,106.1
2007-07-01,153.0,481.0,218.0,315.0,365.0,380.0,195.0,,1.0,73.0,61.0,3241.0,104.5
2007-06-01,149.0,461.0,210.0,306.0,353.0,365.0,190.0,,1.0,34.0,61.0,3129.0,104.3
2007-05-01,151.0,473.0,218.0,313.0,362.0,376.0,197.0,,1.0,2.0,61.0,3153.0,101.7
2007-04-01,146.0,462.0,210.0,301.0,347.0,360.0,191.0,,991.0,61.0,3069.0,102.3,
2007-03-01,156.0,475.0,213.0,311.0,357.0,369.0,197.0,,965.0,61.0,3104.0,100.1,
2007-02-01,143.0,420.0,191.0,283.0,321.0,334.0,178.0,,936.0,61.0,2867.0,102.4,
2007-01-01,159.0,461.0,212.0,313.0,353.0,363.0,196.0,,940.0,61.0,3058.0,98.6,
2006-12-01,161.0,458.0,212.0,309.0,357.0,363.0,197.0,,894.0,60.0,3011.0,97.1,
2006-11-01,153.0,440.0,206.0,297.0,345.0,347.0,191.0,,871.0,60.0,2910.0,97.0,
2006-10-01,158.0,451.0,212.0,305.0,358.0,359.0,196.0,,854.0,60.0,2953.0,95.3,
2006-09-01,153.0,432.0,205.0,289.0,343.0,346.0,189.0,,821.0,60.0,2838.0,94.6,
2006-08-01,159.0,442.0,213.0,297.0,351.0,358.0,194.0,,812.0,60.0,2886.0,93.1,
2006-07-01,159.0,450.0,212.0,295.0,349.0,359.0,194.0,,787.0,60.0,2865.0,92.4,
