Date,Africa,North America,South America,Asia (ex China),West Europe,East & Central Europe,Oceania,GCC,China,China Estimated Unreported,ROW Estimated Unreported,Total,Daily Average
1990-08-01,51.0,475.0,152.0,95.0,301.0,,128.0,,,444.0,1646.0,53.1,
1990-07-01,51.0,472.0,147.0,94.0,301.0,,127.0,,,444.0,1636.0,52.8,
1990-06-01,49.0,459.0,143.0,91.0,295.0,,123.0,,,444.0,1604.0,53.5,
1990-05-01,51.0,474.0,146.0,89.0,302.0,,127.0,,,444.0,1633.0,52.7,
1990-04-01,48.0,459.0,144.0,86.0,292.0,,123.0,,,444.0,1596.0,53.2,
1990-03-01,51.0,477.0,142.0,96.0,305.0,,127.0,,,444.0,1642.0,53.0,
1990-02-01,46.0,431.0,135.0,88.0,274.0,,115.0,,,444.0,1533.0,54.8,
1990-01-01,51.0,476.0,145.0,95.0,301.0,,127.0,,,444.0,1639.0,52.9,
1989-12-01,51.0,475.0,147.0,98.0,302.0,,127.0,,,423.0,1623.0,52.4,
1989-11-01,49.0,456.0,143.0,94.0,292.0,,123.0,,,423.0,1580.0,52.7,
1989-10-01,51.0,461.0,145.0,96.0,304.0,,127.0,,,423.0,1607.0,51.8,
1989-09-01,50.0,453.0,142.0,90.0,293.0,,123.0,,,423.0,1574.0,52.5,
1989-08-01,51.0,471.0,146.0,93.0,303.0,,127.0,,,423.0,1614.0,52.1,
1989-07-01,51.0,478.0,145.0,90.0,304.0,,129.0,,,423.0,1620.0,52.3,
1989-06-01,49.0,464.0,142.0,88.0,294.0,,124.0,,,423.0,1584.0,52.8,
1989-05-01,51.0,480.0,142.0,91.0,304.0,,129.0,,,423.0,1620.0,52.3,
1989-04-01,50.0,462.0,139.0,89.0,297.0,,124.0,,,423.0,1584.0,52.8,
1989-03-01,52.0,478.0,138.0,92.0,304.0,,127.0,,,423.0,1614.0,52.1,
1989-02-01,47.0,431.0,131.0,82.0,276.0,,116.0,,,423.0,1506.0,53.8,
1989-01-01,51.0,478.0,138.0,90.0,307.0,,125.0,,,423.0,1612.0,52.0,
1988-12-01,52.0,476.0,137.0,89.0,303.0,,126.0,,,423.0,1606.0,51.8,
1988-11-01,50.0,460.0,134.0,85.0,291.0,,122.0,,,423.0,1565.0,52.2,
1988-10-01,52.0,473.0,133.0,86.0,303.0,,126.0,,,423.0,1596.0,51.5,
1988-09-01,50.0,454.0,130.0,82.0,290.0,,120.0,,,423.0,1549.0,51.6,
1988-08-01,52.0,464.0,132.0,83.0,300.0,,122.0,,,423.0,1576.0,50.8,
1988-07-01,51.0,465.0,131.0,81.0,302.0,,121.0,,,423.0,1574.0,50.8,
1988-06-01,49.0,450.0,128.0,78.0,290.0,,114.0,,,423.0,1532.0,51.1,
1988-05-01,48.0,465.0,129.0,82.0,296.0,,116.0,,,423.0,1559.0,50.3,
1988-04-01,47.0,447.0,125.0,79.0,283.0,,111.0,,,423.0,1515.0,50.5,
1988-03-01,49.0,456.0,126.0,82.0,283.0,,113.0,,,423.0,1532.0,49.4,
1988-02-01,47.0,421.0,123.0,75.0,263.0,,104.0,,,423.0,1456.0,50.2,
1988-01-01,50.0,444.0,125.0,79.0,284.0,,112.0,,,423.0,1517.0,48.9,
1987-12-01,50.0,441.0,128.0,78.0,288.0,,111.0,,,324.0,1420.0,45.8,
1987-11-01,48.0,423.0,125.0,73.0,291.0,,108.0,,,324.0,1392.0,46.4,
1987-10-01,50.0,435.0,128.0,74.0,295.0,,111.0,,,324.0,1417.0,45.7,
1987-09-01,48.0,413.0,124.0,70.0,283.0,,108.0,,,324.0,1370.0,45.7,
1987-08-01,49.0,421.0,127.0,70.0,293.0,,111.0,,,324.0,1395.0,45.0,
1987-07-01,47.0,415.0,125.0,76.0,292.0,,111.0,,,324.0,1390.0,44.8,
1987-06-01,44.0,400.0,123.0,78.0,288.0,,106.0,,,324.0,1363.0,45.4,
1987-05-01,45.0,408.0,125.0,80.0,293.0,,108.0,,,324.0,1383.0,44.6,
1987-04-01,47.0,391.0,122.0,77.0,285.0,,102.0,,,324.0,1348.0,44.9,
1987-03-01,49.0,399.0,120.0,84.0,293.0,,105.0,,,324.0,1374.0,44.3,
1987-02-01,45.0,354.0,118.0,79.0,268.0,,91.0,,,324.0,1279.0,45.7,
1987-01-01,50.0,389.0,121.0,88.0,293.0,,101.0,,,324.0,1366.0,44.1,
1986-12-01,50.0,379.0,128.0,88.0,295.0,,100.0,,,303.0,1343.0,43.3,
1986-11-01,48.0,360.0,123.0,87.0,283.0,,93.0,,,303.0,1297.0,43.2,
1986-10-01,49.0,366.0,125.0,90.0,292.0,,96.0,,,303.0,1321.0,42.6,
1986-09-01,47.0,349.0,121.0,87.0,282.0,,92.0,,,303.0,1281.0,42.7,
1986-08-01,49.0,355.0,124.0,89.0,289.0,,95.0,,,303.0,1304.0,42.1,
1986-07-01,48.0,349.0,121.0,88.0,290.0,,95.0,,,303.0,1294.0,41.7,
1986-06-01,44.0,354.0,118.0,87.0,281.0,,92.0,,,303.0,1279.0,42.6,
1986-05-01,46.0,393.0,118.0,89.0,287.0,,94.0,,,303.0,1330.0,42.9,
1986-04-01,44.0,374.0,111.0,88.0,276.0,,91.0,,,303.0,1287.0,42.9,
1986-03-01,45.0,384.0,106.0,96.0,286.0,,93.0,,,303.0,1313.0,42.4,
1986-02-01,41.0,353.0,98.0,88.0,256.0,,84.0,,,303.0,1223.0,43.7,
1986-01-01,45.0,386.0,104.0,97.0,282.0,,94.0,,,303.0,1311.0,42.3,
1985-12-01,43.0,383.0,103.0,99.0,283.0,,94.0,,,291.0,1296.0,41.8,
1985-11-01,42.0,373.0,100.0,96.0,273.0,,91.0,,,291.0,1266.0,42.2,
1985-10-01,42.0,397.0,101.0,99.0,281.0,,94.0,,,291.0,1305.0,42.1,
1985-09-01,41.0,388.0,96.0,95.0,272.0,,90.0,,,291.0,1273.0,42.4,
1985-08-01,42.0,400.0,99.0,98.0,277.0,,94.0,,,291.0,1301.0,42.0,
1985-07-01,42.0,402.0,97.0,99.0,281.0,,93.0,,,291.0,1305.0,42.1,
1985-06-01,40.0,396.0,95.0,94.0,274.0,,89.0,,,291.0,1279.0,42.6,
1985-05-01,40.0,413.0,96.0,99.0,283.0,,91.0,,,291.0,1313.0,42.4,
1985-04-01,36.0,400.0,94.0,92.0,276.0,,89.0,,,291.0,1278.0,42.6,
1985-03-01,35.0,418.0,95.0,100.0,284.0,,92.0,,,291.0,1315.0,42.4,
1985-02-01,33.0,382.0,88.0,91.0,258.0,,83.0,,,291.0,1226.0,43.8,
1985-01-01,36.0,429.0,96.0,101.0,285.0,,91.0,,,291.0,1329.0,42.9,
1984-12-01,35.0,436.0,92.0,102.0,288.0,,92.0,,,277.0,1322.0,42.6,
1984-11-01,34.0,424.0,90.0,101.0,281.0,,88.0,,,277.0,1295.0,43.2,
1984-10-01,34.0,443.0,88.0,103.0,292.0,,90.0,,,277.0,1327.0,42.8,
1984-09-01,35.0,430.0,87.0,101.0,285.0,,86.0,,,277.0,1301.0,43.4,
1984-08-01,35.0,448.0,89.0,107.0,295.0,,87.0,,,277.0,1338.0,43.2,
1984-07-01,36.0,455.0,87.0,105.0,299.0,,86.0,,,277.0,1345.0,43.4,
1984-06-01,35.0,452.0,84.0,95.0,293.0,,82.0,,,277.0,1318.0,43.9,
1984-05-01,35.0,469.0,85.0,98.0,303.0,,81.0,,,277.0,1348.0,43.5,
1984-04-01,33.0,448.0,83.0,93.0,292.0,,77.0,,,277.0,1303.0,43.4,
1984-03-01,33.0,454.0,86.0,97.0,302.0,,79.0,,,277.0,1328.0,42.8,
1984-02-01,32.0,422.0,81.0,87.0,277.0,,74.0,,,277.0,1250.0,43.1,
1984-01-01,36.0,446.0,83.0,93.0,295.0,,76.0,,,277.0,1306.0,42.1,
1983-12-01,36.0,440.0,83.0,93.0,293.0,,73.0,,,261.0,1279.0,41.3,
1983-11-01,36.0,413.0,83.0,88.0,282.0,,67.0,,,261.0,1230.0,41.0,
1983-10-01,38.0,418.0,83.0,89.0,291.0,,65.0,,,261.0,1245.0,40.2,
1983-09-01,36.0,390.0,80.0,85.0,279.0,,61.0,,,261.0,1192.0,39.7,
1983-08-01,35.0,389.0,83.0,87.0,283.0,,61.0,,,261.0,1199.0,38.7,
1983-07-01,34.0,375.0,82.0,83.0,285.0,,59.0,,,261.0,1179.0,38.0,
1983-06-01,35.0,348.0,79.0,77.0,274.0,,56.0,,,261.0,1130.0,37.7,
1983-05-01,37.0,355.0,79.0,80.0,279.0,,55.0,,,261.0,1146.0,37.0,
1983-04-01,37.0,333.0,76.0,77.0,269.0,,52.0,,,261.0,1105.0,36.8,
1983-03-01,38.0,338.0,75.0,78.0,273.0,,53.0,,,261.0,1116.0,36.0,
1983-02-01,34.0,305.0,66.0,70.0,244.0,,47.0,,,261.0,1027.0,36.7,
1983-01-01,40.0,344.0,73.0,80.0,270.0,,51.0,,,261.0,1119.0,36.1,
1982-12-01,39.0,341.0,70.0,82.0,271.0,,50.0,,,254.0,1107.0,35.7,
1982-11-01,38.0,330.0,69.0,80.0,260.0,,47.0,,,254.0,1078.0,35.9,
1982-10-01,44.0,337.0,69.0,82.0,268.0,,48.0,,,254.0,1102.0,35.5,
1982-09-01,43.0,332.0,67.0,80.0,262.0,,46.0,,,254.0,1084.0,36.1,
1982-08-01,44.0,351.0,68.0,82.0,273.0,,46.0,,,254.0,1118.0,36.1,
1982-07-01,44.0,359.0,67.0,83.0,279.0,,45.0,,,254.0,1131.0,36.5,
1982-06-01,42.0,360.0,63.0,79.0,278.0,,46.0,,,254.0,1122.0,37.4,
1982-05-01,44.0,382.0,64.0,86.0,288.0,,45.0,,,254.0,1163.0,37.5,
1982-04-01,41.0,377.0,63.0,84.0,284.0,,43.0,,,254.0,1146.0,38.2,
1982-03-01,42.0,395.0,65.0,90.0,293.0,,45.0,,,254.0,1184.0,38.2,
1982-02-01,38.0,367.0,63.0,82.0,262.0,,41.0,,,254.0,1107.0,39.5,
1982-01-01,42.0,412.0,67.0,93.0,288.0,,46.0,,,254.0,1202.0,38.8,
1981-12-01,42.0,423.0,66.0,97.0,292.0,,46.0,,,235.0,1201.0,38.7,
1981-11-01,41.0,423.0,64.0,98.0,285.0,,45.0,,,235.0,1191.0,39.7,
1981-10-01,44.0,455.0,64.0,106.0,300.0,,45.0,,,235.0,1249.0,40.3,
1981-09-01,41.0,450.0,64.0,107.0,290.0,,45.0,,,235.0,1232.0,41.1,
1981-08-01,43.0,474.0,64.0,111.0,302.0,,46.0,,,235.0,1275.0,41.1,
1981-07-01,43.0,483.0,63.0,111.0,304.0,,46.0,,,235.0,1285.0,41.5,
1981-06-01,40.0,473.0,63.0,111.0,294.0,,45.0,,,235.0,1261.0,42.0,
1981-05-01,40.0,494.0,65.0,116.0,306.0,,45.0,,,235.0,1301.0,42.0,
1981-04-01,37.0,482.0,71.0,113.0,296.0,,43.0,,,235.0,1277.0,42.6,
1981-03-01,38.0,498.0,70.0,118.0,301.0,,46.0,,,235.0,1306.0,42.1,
1981-02-01,35.0,451.0,67.0,112.0,278.0,,41.0,,,235.0,1219.0,43.5,
1981-01-01,39.0,497.0,72.0,130.0,303.0,,43.0,,,235.0,1319.0,42.5,
1980-12-01,40.0,489.0,72.0,132.0,304.0,,44.0,,,232.0,1313.0,42.4,
1980-11-01,39.0,476.0,71.0,131.0,295.0,,41.0,,,232.0,1285.0,42.8,
1980-10-01,39.0,488.0,72.0,138.0,306.0,,40.0,,,232.0,1315.0,42.4,
1980-09-01,38.0,468.0,70.0,134.0,292.0,,37.0,,,232.0,1271.0,42.4,
1980-08-01,38.0,477.0,70.0,136.0,304.0,,38.0,,,232.0,1295.0,41.8,
1980-07-01,36.0,476.0,70.0,133.0,306.0,,38.0,,,232.0,1291.0,41.6,
1980-06-01,35.0,473.0,68.0,124.0,294.0,,37.0,,,232.0,1263.0,42.1,
1980-05-01,35.0,488.0,68.0,131.0,307.0,,38.0,,,232.0,1299.0,41.9,
1980-04-01,34.0,470.0,65.0,127.0,297.0,,37.0,,,232.0,1262.0,42.1,
1980-03-01,35.0,485.0,65.0,131.0,302.0,,38.0,,,232.0,1288.0,41.5,
1980-02-01,32.0,454.0,64.0,122.0,287.0,,35.0,,,232.0,1226.0,42.3,
1980-01-01,36.0,482.0,66.0,128.0,301.0,,37.0,,,232.0,1282.0,41.4,
1979-12-01,37.0,485.0,65.0,127.0,300.0,,37.0,,,230.0,1281.0,41.3,
1979-11-01,36.0,466.0,62.0,121.0,285.0,,36.0,,,230.0,1236.0,41.2,
1979-10-01,36.0,467.0,64.0,125.0,294.0,,37.0,,,230.0,1253.0,40.4,
1979-09-01,35.0,423.0,61.0,124.0,282.0,,36.0,,,230.0,1191.0,39.7,
1979-08-01,34.0,434.0,60.0,126.0,289.0,,36.0,,,230.0,1209.0,39.0,
1979-07-01,33.0,432.0,58.0,124.0,289.0,,35.0,,,230.0,1201.0,38.7,
1979-06-01,32.0,418.0,55.0,118.0,281.0,,35.0,,,230.0,1169.0,39.0,
1979-05-01,33.0,475.0,56.0,121.0,287.0,,35.0,,,230.0,1237.0,39.9,
1979-04-01,31.0,454.0,50.0,116.0,282.0,,34.0,,,230.0,1197.0,39.9,
1979-03-01,32.0,471.0,50.0,122.0,288.0,,36.0,,,230.0,1229.0,39.6,
1979-02-01,30.0,426.0,42.0,112.0,260.0,,32.0,,,230.0,1132.0,40.4,
1979-01-01,32.0,470.0,45.0,124.0,288.0,,36.0,,,230.0,1225.0,39.5,
1978-12-01,33.0,470.0,44.0,124.0,288.0,,35.0,,,227.0,1221.0,39.4,
1978-11-01,31.0,451.0,40.0,119.0,275.0,,35.0,,,227.0,1178.0,39.3,
1978-10-01,29.0,466.0,39.0,125.0,282.0,,36.0,,,227.0,1204.0,38.8,
1978-09-01,26.0,449.0,35.0,124.0,272.0,,34.0,,,227.0,1167.0,38.9,
1978-08-01,26.0,463.0,34.0,127.0,282.0,,35.0,,,227.0,1194.0,38.5,
1978-07-01,23.0,460.0,34.0,128.0,285.0,,35.0,,,227.0,1192.0,38.5,
1978-06-01,22.0,445.0,31.0,124.0,278.0,,34.0,,,227.0,1161.0,38.7,
1978-05-01,20.0,458.0,32.0,127.0,285.0,,35.0,,,227.0,1184.0,38.2,
1978-04-01,30.0,438.0,31.0,124.0,278.0,,34.0,,,227.0,1162.0,38.7,
1978-03-01,32.0,447.0,32.0,132.0,284.0,,35.0,,,227.0,1189.0,38.4,
1978-02-01,30.0,412.0,29.0,122.0,254.0,,31.0,,,227.0,1105.0,39.5,
1978-01-01,34.0,450.0,32.0,135.0,282.0,,35.0,,,227.0,1195.0,38.5,
1977-12-01,34.0,446.0,31.0,137.0,282.0,,34.0,,,223.0,1187.0,38.3,
1977-11-01,34.0,430.0,31.0,132.0,273.0,,33.0,,,223.0,1156.0,38.5,
1977-10-01,33.0,437.0,31.0,137.0,281.0,,35.0,,,223.0,1177.0,38.0,
1977-09-01,31.0,417.0,31.0,133.0,271.0,,33.0,,,223.0,1139.0,38.0,
1977-08-01,27.0,427.0,31.0,137.0,275.0,,35.0,,,223.0,1155.0,37.3,
1977-07-01,27.0,431.0,31.0,138.0,275.0,,34.0,,,223.0,1159.0,37.4,
1977-06-01,33.0,418.0,30.0,135.0,266.0,,32.0,,,223.0,1137.0,37.9,
1977-05-01,33.0,431.0,30.0,137.0,278.0,,32.0,,,223.0,1164.0,37.5,
1977-04-01,30.0,417.0,29.0,136.0,272.0,,31.0,,,223.0,1138.0,37.9,
1977-03-01,30.0,425.0,27.0,138.0,279.0,,33.0,,,223.0,1155.0,37.3,
1977-02-01,26.0,384.0,26.0,123.0,254.0,,29.0,,,223.0,1065.0,38.0,
1977-01-01,29.0,430.0,30.0,131.0,286.0,,32.0,,,223.0,1161.0,37.5,
1976-12-01,29.0,418.0,29.0,127.0,284.0,,33.0,,,217.0,1137.0,36.7,
1976-11-01,29.0,385.0,29.0,117.0,267.0,,32.0,,,217.0,1076.0,35.9,
1976-10-01,30.0,391.0,29.0,116.0,272.0,,33.0,,,217.0,1088.0,35.1,
1976-09-01,28.0,369.0,28.0,110.0,262.0,,32.0,,,217.0,1046.0,34.9,
1976-08-01,29.0,375.0,28.0,113.0,267.0,,33.0,,,217.0,1062.0,34.3,
1976-07-01,28.0,367.0,26.0,116.0,269.0,,33.0,,,217.0,1056.0,34.1,
1976-06-01,27.0,348.0,26.0,109.0,260.0,,30.0,,,217.0,1017.0,33.9,
1976-05-01,26.0,392.0,25.0,113.0,264.0,,31.0,,,217.0,1068.0,34.5,
1976-04-01,28.0,366.0,25.0,111.0,253.0,,30.0,,,217.0,1030.0,34.3,
1976-03-01,30.0,368.0,25.0,111.0,260.0,,30.0,,,217.0,1041.0,33.6,
1976-02-01,26.0,342.0,23.0,104.0,239.0,,27.0,,,217.0,978.0,33.7,
1976-01-01,27.0,364.0,23.0,118.0,253.0,,28.0,,,217.0,1030.0,33.2,
1975-12-01,25.0,362.0,24.0,119.0,255.0,,28.0,,,217.0,1030.0,33.2,
1975-11-01,22.0,351.0,23.0,118.0,244.0,,26.0,,,217.0,1001.0,33.4,
1975-10-01,22.0,354.0,24.0,120.0,251.0,,27.0,,,217.0,1015.0,32.7,
1975-09-01,22.0,342.0,22.0,113.0,242.0,,27.0,,,217.0,985.0,32.8,
1975-08-01,22.0,352.0,23.0,119.0,249.0,,27.0,,,217.0,1009.0,32.5,
1975-07-01,22.0,353.0,23.0,118.0,257.0,,27.0,,,217.0,1017.0,32.8,
1975-06-01,21.0,343.0,23.0,112.0,252.0,,27.0,,,217.0,995.0,33.2,
1975-05-01,23.0,368.0,24.0,115.0,264.0,,27.0,,,217.0,1038.0,33.5,
1975-04-01,23.0,370.0,22.0,113.0,259.0,,26.0,,,217.0,1030.0,34.3,
1975-03-01,24.0,394.0,23.0,114.0,268.0,,28.0,,,217.0,1068.0,34.5,
1975-02-01,22.0,366.0,21.0,108.0,245.0,,25.0,,,217.0,1004.0,35.9,
1975-01-01,24.0,445.0,23.0,121.0,276.0,,28.0,,,217.0,1134.0,36.6,
1974-12-01,25.0,464.0,22.0,126.0,275.0,,29.0,,,211.0,1152.0,37.2,
1974-11-01,25.0,455.0,22.0,124.0,265.0,,26.0,,,211.0,1128.0,37.6,
1974-10-01,25.0,463.0,23.0,129.0,268.0,,28.0,,,211.0,1147.0,37.0,
1974-09-01,24.0,443.0,20.0,125.0,264.0,,28.0,,,211.0,1115.0,37.2,
1974-08-01,25.0,452.0,21.0,129.0,269.0,,29.0,,,211.0,1136.0,36.6,
1974-07-01,25.0,460.0,22.0,127.0,271.0,,28.0,,,211.0,1144.0,36.9,
1974-06-01,23.0,452.0,21.0,121.0,260.0,,28.0,,,211.0,1116.0,37.2,
1974-05-01,23.0,470.0,22.0,122.0,267.0,,28.0,,,211.0,1143.0,36.9,
1974-04-01,21.0,457.0,21.0,116.0,256.0,,27.0,,,211.0,1109.0,37.0,
1974-03-01,21.0,469.0,22.0,119.0,262.0,,28.0,,,211.0,1132.0,36.5,
1974-02-01,19.0,419.0,19.0,107.0,235.0,,24.0,,,211.0,1034.0,36.9,
1974-01-01,22.0,450.0,21.0,118.0,258.0,,27.0,,,211.0,1107.0,35.7,
1973-12-01,22.0,443.0,21.0,122.0,251.0,,28.0,,,165.0,1052.0,33.9,
1973-11-01,22.0,422.0,21.0,123.0,238.0,,26.0,,,165.0,1017.0,33.9,
1973-10-01,22.0,428.0,20.0,125.0,241.0,,27.0,,,165.0,1028.0,33.2,
1973-09-01,22.0,407.0,19.0,114.0,226.0,,27.0,,,165.0,980.0,32.7,
1973-08-01,23.0,411.0,19.0,117.0,232.0,,29.0,,,165.0,996.0,32.1,
1973-07-01,23.0,425.0,19.0,124.0,229.0,,28.0,,,165.0,1013.0,32.7,
1973-06-01,21.0,416.0,19.0,119.0,228.0,,27.0,,,165.0,995.0,33.2,
1973-05-01,20.0,428.0,19.0,123.0,235.0,,28.0,,,165.0,1018.0,32.8,
1973-04-01,18.0,415.0,19.0,119.0,223.0,,27.0,,,165.0,986.0,32.9,
1973-03-01,18.0,434.0,17.0,123.0,230.0,,26.0,,,165.0,1013.0,32.7,
1973-02-01,18.0,391.0,17.0,110.0,204.0,,24.0,,,165.0,929.0,33.2,
1973-01-01,20.0,419.0,19.0,120.0,220.0,,27.0,,,165.0,990.0,31.9,
